sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
m;comercio;papeleria;santo domingo savio ;1;1;2018-06-07;5700000;microempresarial
f;servicio;peluqueria;guayabal;3;15;2018-03-15;7800000;microempresarial
f;comercio;almacen de ropa en;san javier no.1;3;13;2018-04-24;3500000;microempresarial
f;industria;marroquineria;prado;3;10;2016-02-02;5600000;microempresarial
f;comercio;fabrica de;belencito;2;13;2017-12-07;6000000;microempresarial
f;industria;fabrica de;enciso;1;8;2016-09-07;6800000;microempresarial
m;servicio;comidas rapidas;francisco antonio zea;3;5;2016-12-14;6890000;microempresarial
f;comercio;almacen de ropa en;la america;3;12;2016-08-22;6890000;microempresarial
f;comercio;tienda;la america;3;12;2016-07-14;700000;microempresarial
f;comercio;tienda naturista;robledo;2;7;2017-01-11;4000000;microempresarial
f;industria;fabrica de;manrique central no. 1;3;4;2018-03-07;7800000;microempresarial
f;industria;fabrica de;san javier no.1;2;13;2019-04-01;8000000;microempresarial
f;industria;panaderia;manrique central no. 2;1;3;2018-02-22;7800000;microempresarial
f;comercio;cafe e internet;buenos aires;3;9;2017-01-30;7377000;microempresarial
f;comercio;variedades;aranjuez;1;4;2018-02-15;5000000;microempresarial
f;industria;fabrica de;aranjuez;3;4;2018-05-23;6000000;microempresarial
f;servicio;peluqueria;robledo;2;7;2018-05-29;6500000;microempresarial
m;comercio;cafeteria;campo valdes no. 1;3;4;2018-01-16;5000000;microempresarial
m;comercio;variedades;santa cruz;1;2;2019-02-21;5000000;microempresarial
f;comercio;tienda;villa del socorro;2;2;2017-09-06;7377000;microempresarial
f;comercio;variedades;popular;2;1;2018-07-25;2500000;microempresarial
m;comercio;bares;campo valdes no. 1;3;4;2017-05-03;6000000;microempresarial
f;comercio;charcuteria;20 de julio;1;13;2016-10-07;6000000;microempresarial
m;servicio;venta de lacteos;manrique central no. 1;3;4;2017-04-06;7377000;microempresarial
m;comercio;mantenimiento en;cabecera san cristobal;2;60;2016-04-06;6800000;microempresarial
f;industria;fabrica de;popular;2;1;2018-06-05;6000000;microempresarial
f;comercio;tienda;cabecera san antonio ;2;80;2016-08-01;5000000;microempresarial
f;comercio;distribuidora de;san javier no.2;3;10;2017-05-30;7370000;microempresarial
f;comercio;variedades;manrique central no. 1;1;4;2017-11-17;5000000;microempresarial
f;servicio;barberia;aranjuez;3;4;2018-05-04;7800000;microempresarial
f;comercio;almacen de ropa en;popular;2;1;2017-02-20;6000000;microempresarial
f;comercio;variedades;aranjuez;2;4;2018-07-16;3000000;microempresarial
f;industria;fabrica de;enciso;2;8;2016-03-29;5000000;microempresarial
m;servicio;tienda;buenos aires;2;9;2016-07-26;4000000;microempresarial
f;comercio;comidas rapidas;llanaditas;1;8;2018-03-05;4400000;microempresarial
f;comercio;tienda de helados;loreto;3;9;2018-04-20;4000000;microempresarial
f;comercio;variedades;cabecera san antonio ;2;80;2017-09-07;7000000;microempresarial
m;comercio;comidas rapidas;robledo;1;7;2018-06-08;4000000;microempresarial
m;industria;venta de calzado;manrique central no. 1;1;4;2017-06-07;4000000;microempresarial
m;industria;fabrica de;barrio caicedo;1;9;2018-06-21;7000000;microempresarial
f;comercio;variedades;cabecera san antonio ;2;80;2017-03-27;7377000;microempresarial
f;industria;fabrica de;san javier no.1;3;13;2017-05-30;7370000;microempresarial
f;comercio;bares;campo valdes no. 1;2;4;2017-05-09;6000000;microempresarial
m;comercio;distribuidora de;belen;3;16;2018-11-08;7800000;microempresarial
m;comercio;comidas rapidas;las granjas;2;3;2018-06-22;6000000;microempresarial
m;comercio;variedades;manrique central no. 2;3;3;2019-01-04;6350000;microempresarial
f;industria;fabrica de;manrique central no. 1;2;4;2018-02-09;6000000;microempresarial
m;comercio;tienda;moravia;2;4;2018-08-29;7800000;microempresarial
f;comercio;productos de belleza;boyaca;3;5;2017-10-09;7370000;microempresarial
m;comercio;variedades;cabecera san cristobal;2;60;2017-10-20;4000000;microempresarial
m;industria;floristeria;cabecera san cristobal;2;60;2017-10-12;7300000;microempresarial
m;comercio;panaderia;francisco antonio zea;3;60;2017-07-26;7370000;microempresarial
m;comercio;variedades;guayabal;3;15;2018-04-30;7000000;microempresarial
f;comercio;tienda;el salvador;3;9;2018-03-20;7000000;microempresarial
m;comercio;miscelanea;santa cruz;2;2;2017-12-19;4000000;microempresarial
m;comercio;tienda;popular;2;1;2017-03-30;7000000;microempresarial
m;agropecuaria;sembrados;cabecera san cristobal;2;60;2018-09-11;19000000;agropecuaria
m;comercio;tienda;cabecera san cristobal;2;60;2018-03-23;2500000;microempresarial
f;industria;fabrica de;san javier no.1;2;13;2017-12-21;5200000;microempresarial
f;industria;fabrica de calzado;cabecera san cristobal;3;60;2017-08-03;6000000;microempresarial
m;comercio;variedades;san javier no.1;1;13;2018-03-05;6500000;microempresarial
m;comercio;tienda;villatina;2;8;2016-10-10;2500000;microempresarial
f;comercio;tienda;alejandro echavarria;3;9;2016-12-07;6890000;microempresarial
m;comercio;tienda;zona expansion san ;2;80;2016-07-06;2500000;microempresarial
m;comercio;variedades;campo valdes no. 1;3;4;2017-06-16;7000000;microempresarial
f;comercio;comidas rapidas;toscana;3;5;2018-01-24;2000000;microempresarial
m;comercio;restaurante;la milagrosa;3;9;2017-05-24;7377000;microempresarial
f;comercio;variedades;la francia;2;2;2017-08-31;3000000;microempresarial
f;servicio;restaurante;francisco antonio zea;3;5;2016-05-31;4000000;microempresarial
m;industria;ebanistaria;castilla;3;5;2017-11-07;7300000;microempresarial
m;comercio;comidas rapidas;cabecera san antonio ;2;80;2017-10-24;7000000;microempresarial
m;comercio;panaderia;palmitas;2;50;2016-07-21;2000000;microempresarial
f;comercio;almacen de ropa en;robledo;2;7;2017-09-29;7300000;microempresarial
m;comercio;variedades;popular;1;1;2017-10-23;4000000;microempresarial
f;comercio;comidas rapidas;manrique central no. 1;2;4;2018-01-25;7810000;microempresarial
m;industria;fabrica de calzado;popular;2;1;2016-10-28;6800000;microempresarial
f;industria;fabrica de;pajarito;2;60;2017-06-14;7000000;microempresarial
m;comercio;joyeria;cabecera san antonio ;3;80;2017-11-08;248911;microempresarial
f;comercio;comidas rapidas;belen;3;16;2018-02-14;2000000;microempresarial
f;servicio;variedades;guayabal;3;15;2018-07-04;4000000;microempresarial
m;comercio;recreativo educativo;manrique central no. 2;2;3;2016-05-11;6800000;microempresarial
f;agropecuaria;jardineria;santa elena central;2;90;2017-02-22;13000000;agropecuaria
f;industria;fotografia;santa monica;3;12;2018-08-08;7800000;microempresarial
m;comercio;fabrica de alimentos;calasanz;3;12;2018-11-15;7800000;microempresarial
f;servicio;comidas rapidas;alfonso lopez;2;5;2016-02-18;6890000;microempresarial
f;industria;fabrica de;belen;3;16;2019-05-29;1850000;microempresarial
f;servicio;variedades;robledo;3;7;2017-08-15;7377000;microempresarial
f;industria;fabrica de arepas;aranjuez;2;4;2016-03-04;4000000;microempresarial
f;industria;fabrica de;popular;1;1;2018-10-03;7000000;microempresarial
m;comercio;tienda;prado;3;10;2017-03-28;7000000;microempresarial
f;industria;fabrica de;villa del socorro;2;2;2017-07-04;7000000;microempresarial
f;comercio;variedades;la floresta;2;12;2017-10-31;2000000;microempresarial
f;comercio;comidas rapidas;guayabal;3;15;2019-01-22;8200000;microempresarial
f;servicio;miscelanea;barrio caicedo;2;9;2016-11-02;5000000;microempresarial
f;comercio;variedades;boyaca;3;5;2018-06-07;4000000;microempresarial
f;servicio;peluqueria;andalucia;2;2;2017-07-06;5000000;microempresarial
f;industria;fabrica de;aranjuez;2;4;2018-10-31;3000000;microempresarial
f;comercio;comidas rapidas;cabecera san cristobal;2;60;2018-01-30;7800000;microempresarial
f;industria;panaderia;manrique central no. 2;3;3;2016-05-12;6890000;microempresarial
f;comercio;almacen de ropa en;manrique central no. 1;2;4;2018-06-08;7000000;microempresarial
m;servicio;comidas rapidas;santander;2;6;2016-09-15;1000000;microempresarial
f;comercio;almacen de ropa en;aranjuez;1;4;2017-09-25;7300000;microempresarial
m;comercio;viveros;belen;3;16;2017-08-10;7000000;microempresarial
f;industria;fabrica de;barrio caicedo;1;9;2019-03-14;7250000;microempresarial
f;servicio;peluqueria;santa monica;3;12;2018-06-27;7800000;microempresarial
m;industria;fabrica de;buenos aires;2;9;2017-10-05;3000000;microempresarial
f;comercio;variedades;moravia;2;4;2018-07-26;7800000;microempresarial
m;servicio;mantenimiento en;robledo;2;7;2018-11-14;7500000;microempresarial
m;comercio;almacen de ropa en;villatina;1;8;2016-10-04;4000000;microempresarial
m;servicio;comidas rapidas;versalles no. 2;1;3;2017-11-20;3000000;microempresarial
f;comercio;comidas rapidas;el salvador;3;9;2018-08-17;5000000;microempresarial
f;industria;fabrica de;belen;3;16;2018-04-25;7800000;microempresarial
f;comercio;variedades;nuevos conquistadores;2;13;2017-11-10;2500000;microempresarial
m;servicio;variedades;robledo;2;7;2018-04-06;7800000;microempresarial
f;industria;fabrica de;cabecera san cristobal;3;60;2019-04-08;8000000;microempresarial
f;comercio;almacen de ropa en;picacho;2;6;2017-06-01;4400000;microempresarial
m;comercio;variedades;robledo;2;7;2017-07-24;7000000;microempresarial
m;industria;cerrajeria;manrique central no. 2;2;3;2016-03-14;4000000;microempresarial
f;industria;fabrica de;la milagrosa;3;9;2018-02-21;4000000;microempresarial
f;comercio;almacen de ropa en;robledo;1;7;2018-04-16;4000000;microempresarial
m;industria;reciclaje;belen;3;16;2017-05-30;7000000;microempresarial
f;comercio;variedades;la milagrosa;3;9;2016-10-31;6800000;microempresarial
f;comercio;variedades;barrio caicedo;2;9;2017-04-07;1500000;microempresarial
f;servicio;peluqueria;20 de julio;1;13;2018-11-13;6000000;microempresarial
f;comercio;variedades;campo valdes no. 1;3;4;2016-03-28;1300000;microempresarial
m;industria;fabrica de;la francia;2;2;2018-06-22;7800000;microempresarial
f;comercio;almacen de ropa en;boston;3;10;2017-02-06;7377000;microempresarial
f;industria;fabrica de;picacho;1;6;2018-12-06;7000000;microempresarial
f;comercio;variedades;aranjuez;2;4;2016-04-13;4000000;microempresarial
f;industria;fabrica de;picacho;1;6;2018-10-03;5250000;microempresarial
f;comercio;tienda de helados;playon de los ;2;2;2017-11-28;7000000;microempresarial
m;comercio;papeleria;castilla;3;5;2016-08-18;2000000;microempresarial
f;comercio;variedades;robledo;2;7;2018-01-29;7300000;microempresarial
f;industria;fabrica de;andalucia;2;2;2017-04-17;7000000;microempresarial
m;industria;ebanistaria;popular;1;1;2017-09-13;7000000;microempresarial
m;servicio;peluqueria;robledo;2;7;2018-04-27;2000000;microempresarial
f;comercio;almacen de ropa en;pablo vi;2;2;2018-03-14;4000000;microempresarial
m;industria;fabrica de;buenos aires;3;9;2018-12-10;2000000;microempresarial
f;comercio;almacen de ropa en;la ladera;3;8;2016-11-16;6800000;microempresarial
f;comercio;variedades;robledo;3;7;2017-08-02;5000000;microempresarial
m;comercio;comidas rapidas;enciso;2;8;2018-10-22;7800000;microempresarial
f;comercio;granero;cabecera san antonio ;3;80;2017-02-14;5000000;microempresarial
m;servicio;barberia;robledo;1;7;2018-06-01;7800000;microempresarial
f;industria;carpinteria;belalcazar;2;5;2019-01-25;7300000;microempresarial
f;industria;fabrica de;villatina;1;8;2019-02-27;6000000;microempresarial
f;servicio;peluqueria;20 de julio;2;13;2016-11-16;3500000;microempresarial
m;comercio;tienda de helados;san javier no.1;3;13;2017-04-19;7000000;microempresarial
m;industria;fabrica de;santo domingo savio ;2;1;2016-03-10;6890000;microempresarial
f;industria;fabrica de;doce de octubre no.1;2;6;2016-12-30;6000000;microempresarial
m;servicio;lavadero de;robledo;2;7;2018-10-03;7800000;microempresarial
f;comercio;comidas rapidas;manrique oriental;2;3;2018-05-25;782000;microempresarial
f;comercio;comidas rapidas;robledo;3;7;2018-10-03;2000000;microempresarial
f;industria;fabrica de;robledo;3;7;2016-11-09;6000000;microempresarial
f;comercio;comidas rapidas;andalucia;2;2;2017-11-27;3000000;microempresarial
f;industria;fabrica de;buenos aires;2;9;2017-06-12;7300000;microempresarial
f;industria;variedades;santa cruz;2;2;2017-02-03;6000000;microempresarial
f;comercio;variedades;las brisas;3;5;2019-02-11;8281000;microempresarial
f;comercio;restaurante;moravia;2;4;2018-09-05;7000000;microempresarial
f;servicio;peluqueria;robledo;2;7;2018-10-03;7800000;microempresarial
m;comercio;variedades;la floresta;2;12;2018-10-26;5000000;microempresarial
m;servicio;mantenimiento en;manrique oriental;2;3;2018-08-06;7000000;microempresarial
f;servicio;comidas rapidas;kennedy;2;6;2017-02-23;5000000;microempresarial
f;servicio;peluqueria;san javier no.1;1;13;2017-09-12;7300000;microempresarial
f;comercio;tienda;manrique central no. 2;1;3;2016-03-30;6000000;microempresarial
m;comercio;variedades;el pesebre;1;13;2017-08-28;7000000;microempresarial
m;comercio;tienda;la libertad;2;8;2018-06-27;7800000;microempresarial
m;servicio;cafe e internet;alfonso lopez;3;5;2016-02-20;6000000;microempresarial
m;comercio;variedades;enciso;2;8;2016-09-27;6800000;microempresarial
f;servicio;barberia;popular;2;1;2018-05-30;7000000;microempresarial
m;industria;fabrica de;campo valdes no. 1;3;4;2017-01-19;4000000;microempresarial
f;comercio;almacen de ropa en;moravia;1;4;2018-04-17;5000000;microempresarial
f;comercio;comidas rapidas;cabecera san cristobal;2;60;2018-11-22;1000000;microempresarial
f;servicio;tienda;buenos aires;3;9;2017-10-03;6251000;microempresarial
f;comercio;almacen de ropa en;santo domingo savio ;1;1;2017-04-06;2000000;microempresarial
m;comercio;variedades;robledo;2;7;2017-04-19;6000000;microempresarial
m;servicio;publicidad y;robledo;2;7;2018-02-22;19000000;empresarial ed.
f;agropecuaria;sembrados;cabecera san cristobal;2;60;2017-09-01;14000000;agropecuaria
m;comercio;restaurante;manrique oriental;1;3;2017-07-13;7370000;microempresarial
f;comercio;variedades;calasanz;2;12;2018-11-08;3000000;microempresarial
f;industria;fabrica de;robledo;2;7;2017-07-11;4500000;microempresarial
m;comercio;variedades;popular;2;1;2018-03-06;7000000;microempresarial
f;industria;fabrica de;moravia;1;4;2018-03-15;4000000;microempresarial
f;industria;marroquineria;los mangos;1;8;2019-02-12;8281000;microempresarial
f;comercio;tienda;popular;1;1;2018-05-25;2000000;microempresarial
f;comercio;fabrica de productos;miravalle;3;16;2018-06-07;6000000;microempresarial
f;servicio;fabrica de;loreto;3;9;2017-02-07;5500000;microempresarial
f;servicio;fabrica de;san diego;2;10;2016-01-20;6000000;microempresarial
m;industria;fabrica de;moravia;2;4;2017-10-31;7000000;microempresarial
f;comercio;tienda;moravia;1;4;2016-06-21;1500000;microempresarial
f;servicio;fabrica de;cabecera san antonio ;3;80;2016-12-02;6000000;microempresarial
f;comercio;legumbreria;cabecera san cristobal;2;60;2018-02-08;3000000;microempresarial
f;comercio;tienda;barrio caicedo;1;9;2018-05-28;7000000;microempresarial
f;comercio;comidas rapidas;manrique central no. 1;1;4;2018-07-13;1000000;microempresarial
m;comercio;fabrica de productos;manrique central no. 1;2;4;2018-11-13;7800000;microempresarial
f;comercio;comidas rapidas;popular;2;1;2018-07-16;7800000;microempresarial
m;comercio;fabrica de;belen;3;16;2019-03-27;8200000;microempresarial
f;comercio;publicidad y;robledo;3;7;2017-05-23;7377000;microempresarial
m;servicio;cafe e internet;santo domingo savio ;3;1;2017-09-27;7370000;microempresarial
m;comercio;distribuidora de;moravia;2;4;2016-08-09;3500000;microempresarial
f;servicio;variedades;san javier no.1;3;13;2018-02-06;4000000;microempresarial
f;industria;fabrica de;robledo;2;7;2018-04-19;5000000;microempresarial
m;servicio;variedades;doce de octubre no.1;2;6;2017-09-15;73000000;microempresarial
f;comercio;variedades;doce de octubre no.1;2;6;2016-09-20;6890000;microempresarial
m;industria;taller de mecanica;cabecera san antonio ;2;80;2016-10-13;6890000;microempresarial
f;comercio;tienda;granizal;1;1;2016-06-22;6000000;microempresarial
f;servicio;peluqueria;el compromiso;1;1;2018-05-25;7800000;microempresarial
f;comercio;comidas rapidas;popular;2;1;2018-04-10;7800000;microempresarial
m;comercio;variedades;belen;3;16;2018-10-03;5000000;microempresarial
m;industria;panaderia;guayabal;3;15;2017-01-19;7000000;microempresarial
m;comercio;tienda;manrique oriental;2;3;2016-08-29;1200000;microempresarial
f;comercio;peluqueria;guayabal;2;15;2017-06-27;4000000;microempresarial
m;comercio;productos de belleza;bello horizonte;2;7;2016-07-12;3000000;microempresarial
m;comercio;tienda;robledo;2;7;2017-11-16;7300000;microempresarial
f;comercio;restaurante;robledo;3;7;2017-04-24;6000000;microempresarial
m;comercio;fabrica de productos;doce de octubre no.1;2;6;2018-07-11;2000000;microempresarial
f;comercio;fabrica de alimentos;robledo;2;7;2018-09-24;6000000;microempresarial
f;servicio;peluqueria;enciso;2;8;2018-11-15;6000000;microempresarial
f;industria;fabrica de;playon de los ;2;2;2016-04-07;6890000;microempresarial
m;industria;fabrica de;castilla;2;5;2019-03-13;3000000;microempresarial
f;comercio;comidas rapidas;aranjuez;3;4;2018-11-01;7800000;microempresarial
m;industria;carpinteria;cabecera san antonio ;2;80;2017-07-13;5000000;microempresarial
f;comercio;cafe e internet;robledo;2;7;2019-01-31;8281000;microempresarial
f;comercio;restaurante;popular;2;1;2017-02-10;7300000;microempresarial
m;comercio;restaurante;santa cruz;2;2;2017-03-14;4000000;microempresarial
f;industria;fabrica de;aranjuez;2;4;2017-07-17;5000000;microempresarial
f;servicio;peluqueria;belalcazar;3;5;2016-12-14;3000000;microempresarial
f;comercio;variedades;robledo;2;7;2016-09-30;6890000;microempresarial
